frame,english
Relative_time,In 1873 Gladstone 's government passed the Judicature Act ( succeeded by further statutes over the [Target following][Focal_occasion two years]) .
Relative_time,Tonight and for the [Target following][Focal_occasion two nights]we are privileged to welcome a quintet of American musicians specially brought together for the Guinness Spot in association with Frank Tate .
Relative_time,"At St. Mary 's Church in Ilminster , Somerset , [Focal_occasion the bells have fallen silent][Target following][Landmark_occasion a dust-up over church attendance]."
Relative_time,"Skilled ringers use their wrists to advance or retard the next swing , so that one bell can swap places with another in the [Target following][Focal_occasion change]."
Relative_time,"Pyongyang then declared the [Target following][Focal_occasion month]that it was lifting the freeze on its nuclear program , ostensibly to generate electricity . "
Relative_time,"The [Target following][Focal_occasion year], Iran made a down payment for Project Flower by providing Israel with $280 million worth of oil ."
Relative_time,This situation remained essentially unchanged through the [Target following][Landmark_occasion year]when Iraq launched its invasion .
Relative_time,"[Target Following][Landmark_occasion this most recent flight - test], [Focal_occasion the Shehab-3 was placed in service and revolutionary guard units were officially armed with the missiles]."
Relative_time,"In 1987 , [Focal_occasion Libya 's military operation in Chad was near defeat][Target following][Landmark_occasion a series of dramatic reversals]."
Relative_time,"[Target Following][Landmark_occasion a July 1989 flight - test of what Pretoria described as a `` booster rocket '' in a space - launch program], [Focal_occasion U.S. intelligence noted striking similarities between this system and Israel 's intermediate - range Jericho - 2 ballistic missile]."
Relative_time,"[Target Following][Landmark_occasion the discovery of substantial reserves of uranium ore at Saghand , Yazd province ,][Focal_occasion Iran announced that it was developing a nuclear power plan that would rely solely on indigenous resources]."
Relative_time,"Second , there are reports that [Focal_occasion Kim Il Sung asked China to share its nuclear weapons technology][Target following][Landmark_occasion China 's first nuclear test in October 1964], but Chairman Mao refused ."
Relative_time,"However , [Target following][Landmark_occasion intense bilateral negotiations with the United States], [Focal_occasion North Korea announced it was `` suspending its withdrawal from the NPT '' one day before the withdrawal was to become effective]."
Relative_time,"Pilgrims came from all over the Roman ( and , later , Byzantine ) Empire during the [Target following][Focal_occasion centuries], but the prosperity they brought lasted only until 614 , when Persian armies overtook Judea and reduced Jerusalem to rubble again ."
Relative_time,"[Target Following][Landmark_occasion Alexander 's death], [Focal_occasion his lands were divided among his generals]."
Relative_time,"[Target Following][Landmark_occasion this debacle], [Focal_occasion the Ottomans then allied themselves to Germany in the World War I , losing more territory with the defeat of the Germans in that war]."
Relative_time,"[Target Following][Landmark_occasion its victory], [Focal_occasion Athens introduced the concept of a mutual protection alliance ( a kind of NATO of the ancient world )]."
Relative_time,"Our afternoon lessons began at a quarter-to-two , and if the express did not run on time , [Focal_participant I]ran the risk of being [Target late][Landmark_occasion for roll call]. "
Relative_time,"I suppose it 's [Degree too][Target late][Focal_occasion to alter that now]. "" "
Relative_time,"So , I made a promise to myself that [Focal_participant I]'d never be [Target late][Landmark_occasion with any deadlines]. "
Relative_time,And [Focal_participant Mr Gorbachev]was [Interval far too][Target late][Focal_occasion in proposing a new deal to the various republics].
Relative_time,"So [Focal_participant we]were [Target late][Focal_occasion in returning], and night fell when we were only half-way home . "
Relative_time,But [Focal_participant the results]are [Degree so][Target late][Focal_occasion in arriving][Degree that they will have only a limited influence on national policies for coronary prevention].
Relative_time,[Focal_participant I]'m [Target late][Focal_occasion with getting back home]as it is .
Relative_time,[Focal_occasion We]'re going to be [Target late].
Relative_time,[Focal_participant We]'re [Interval a couple months][Target late][Landmark_occasion buying credits for last year].
Relative_time,One reason [Focal_participant we]'re [Target late]( other than the obvious ) is the insane complexity in calculating it well .
Relative_time,"[Focal_participant fe004]arrived [Target late]( 15.5 minutes into the meeting ) , and did not read digits ."
Relative_time,They may not have read the digits due to the [Target late][Landmark_occasion start].
Relative_time,"[Focal_participant fe016 and mn017]arrived [Target late], left early , and did not read digits ."
Relative_time,"When [Focal_participant people]are [Target late], it makes it hard to keep things working in a rational fashion . ''"
Relative_time,payments are made to coincide with the due dates to take advantage of discount terms or avoid [Target late][Focal_occasion payment]penalties .
Relative_time,"Little is known of [Focal_occasion his life], early or [Target late], and his pictures ( 37 in the Wadsworth show , carefully culled from a total of perhaps 170 ) are the sole evidence of his preoccupations ."
Relative_time,So what if [Focal_participant Quindlen]'s [Interval about a week][Target late][Landmark_occasion to the story]?
Relative_time,"At the last , when the multitudes besieged the City , only then did I reveal my plot , and by then it was [Degree too][Target late], for the City was burning ."
Relative_time,"[Focal_participant Judge]is [Degree always][Target late], anyway ."
Relative_time,"…Sir , if she 's in any danger , it will probably be [Degree too][Target late][Focal_occasion to help her]by that time ."
Relative_time,"He jumped at my arm while I was still off-balance , and I felt the surge of adrenaline that comes right when your body realizes that it 's [Degree too][Target late][Focal_occasion to save itself]."
Relative_time,[Focal_participant They]were both [Target late][Landmark_occasion bloomers].
Relative_time,"When Upham finally does kill , it 's [Degree too][Target late][Focal_occasion to do any good], and in clear violation of the Geneva Conventions ."
Relative_time,"[Focal_participant It]came [Degree too][Target late], and he died ."
Relative_time,In addition peripheral fibers cease to function as a culture ages consequently a [Degree very][Target late][Focal_participant arising structure]that happens into an exclusion zone can develop there into a mature structure .
Relative_time,"I believe that what you are saying is that >no draft >was `` submitted , '' but rather `` made available for review , '' albeit with >[Degree rather][Target late]>[Focal_occasion instructions as to location and ownership]."
Relative_time,"It was my system which enabled me to find John Warner , [Target late][Focal_participant gardener]of High Gable , sacked in a moment of temper by his imperious employer ."
Relative_time,Either way [Focal_participant I]was [Interval long][Target overdue][Landmark_occasion to call on them].
Relative_time,"[Focal_participant She]is already [Interval six days][Target overdue][Landmark_occasion beyond the expected date of birth], which was 6 October 1992 , and she has now refused , on religious grounds , to submit herself to a Caesarean section operation . "
Relative_time,[Focal_participant The tax and social security systems]are [Interval long][Target overdue][Landmark_occasion for reform].
Relative_time,I suppose [Focal_participant I]was [Target overdue][Landmark_occasion for a move].
Relative_time,"[Focal_participant Kapellan]( 5.22 ) , [Target overdue][Landmark_occasion for a win], should be worth waiting for in the last race at Hove today . "
Relative_time,"[Focal_participant She]was [Target overdue][Landmark_occasion for some leave], and she could go to France and make some enquiries . "
Relative_time,Mikrodatorn kommer att skriva ut påminnelser för [Focal_participant alla föremål][Focal_participant som] är [Target förfallna] på ett visst datum och påminnelserna kan skickas till elever via mentor eller årskurslärare.
Relative_time,The microcomputer will print out reminders for [Focal_participant all items][Focal_participant which]are [Target overdue]on a particular date and the reminders can be sent to pupils via the form or year tutor .
Relative_time,"Earlier [Focal_participant two climbers], reported [Target overdue]on Ben Nevis , were found safe after losing their way and having to spend the night on a ledge at 4,000 ft . "
Relative_time,` [Focal_participant A ship]'s [Target overdue]with one of my men on board .
Relative_time,"[Focal_occasion A reassessment of the work of these artists]is [Interval long][Target overdue]among western art historians , and many will find these paintings a revelation and a delight . "
Relative_time,"Fulham were ordered to pay the [Target overdue][Focal_participant sum], amounting to £20 4s 5d , plus three guineas expenses , and Leeds were reprimanded for not taking money at the gates . "
Relative_time,"Vet prize money is a [Interval long][Target overdue][Focal_occasion development], likely to add a new measure of excitement to the sharp end of the field . "
Relative_time,The [Interval long][Target overdue][Focal_participant government guidelines on restraint in children 's homes]may have to be re-drafted .
Relative_time,` Nothing but [Target overdue][Focal_participant books]and kids fooling around .
Relative_time,There 's no doubt the timber framed house is making a [Interval long][Target overdue][Focal_occasion comeback].
Relative_time,"Perhaps fittingly , a member of the Joiner family is actively involved with the Trust , [Focal_occasion the formation][Focal_occasion of which]was [Interval long][Target overdue]. "
Relative_time,"[Focal_occasion A truce]is [Interval long][Target overdue]. "" "
Relative_time,[Focal_participant His examination results]were now [Target overdue].
Relative_time,"[Focal_occasion A smile]was [Target overdue], but showed no sign of coming . "
Relative_time,"[Focal_occasion A review of such a distortive system]is [Interval long][Target overdue]. "" "
Relative_time,[Focal_occasion A radical reform of HMI]is [Interval long][Target overdue].
Relative_time,Mart officials say [Focal_occasion the move]is [Interval long][Target overdue].
Relative_time,Linighan was through on his own to shoot past Flowers for a somewhat [Target overdue][Focal_occasion first goal of the season].
Relative_time,"Before setting off again yesterday , he said : ` [Focal_participant We]are [Interval nine days][Target overdue]but it 's not a big problem . "
Relative_time,"There is a feeling , especially among parliamentary critics of the Socialist government , that [Focal_participant the Prado]is being neglected , and is [Target overdue][Landmark_occasion a favour]. "
Relative_time,[Focal_participant He]was [Interval hours][Target overdue]and completely exhausted .
Relative_time,"[Focal_occasion A letter to the Japanese ambassador in Washington , signed by all 100 members of the US Senate ,]had [Target preceded][Landmark_occasion what the US saw as Japan 's belated Aug. 5 commitment on sanctions]. "
Relative_time,"We have no hard evidence of the origins of language in prehistoric communities , but it seems reasonable to assume that [Focal_occasion speech][Target preceded][Landmark_occasion writing]and dialogue preceded monologue . "
Relative_time,Over [Focal_occasion the many years][Target preceding][Landmark_occasion the period now being described]the ownership of properties and land in Combsburgh had changed hands many times .
Relative_time,"Wimlas Limited was formed in October , and now awaits [Focal_occasion an audit from the NACCB][Focal_occasion which]will [Target precede][Landmark_occasion a letter of authorisation to act as an assessor for European Technical Approvals]. "
Relative_time,"[Focal_occasion It][Target preceded][Landmark_occasion the building of the Crystal Palace for the Great Exhibition of 185 1], and served as an inspiration , if not a model , for it , but is actually superior to it in design . "
Relative_time,It includes people who were domiciled in the United Kingdom on or after 10 December 1974 and within [Focal_occasion the three years][Interval immediately][Target preceding][Landmark_occasion the relevant time].
Relative_time,A member who made less than 10 per cent of the average number of dealings in [Focal_occasion the year][Interval immediately][Target preceding][Landmark_occasion the general meeting]may not exercise his voting right .
Relative_time,"And so although his early contributors had come from [Focal_occasion the European tradition][Focal_occasion which][Target preceded][Landmark_occasion the Great War], by the early Thirties he had come to rely more and more upon British contributors . "
Relative_time,[Focal_occasion The plenum][Target preceded][Landmark_occasion the opening of a 60-day National Assembly session on March 20].
Relative_time,[Focal_occasion The government 's 1990 White Paper][Focal_occasion which][Target preceded][Landmark_occasion the Criminal Justice Act 1991]was equally all-embracing .
Relative_time,"Simeon 's revolt , like [Focal_occasion the one][Focal_occasion which][Target preceded][Landmark_occasion it][Interval sixty-six years before], was ruthlessly suppressed , but not before the Holy Land had once again been ravaged . "
Relative_time,Patients reported about three times as many undesirable events in [Focal_occasion the six months][Target preceding][Landmark_occasion their illness]as the comparison group over the same period .
Relative_time,"[Focal_occasion The heavy bombardment]had not [Target preceded][Landmark_occasion a major advance by the enemy], as many had feared . "
Relative_time,"Similarly , the fact that [Focal_occasion the increases in the money supply][Target precede][Landmark_occasion increases in money incomes]does not prove causality . "
Relative_time,[Focal_occasion George Holmes][Target preceded][Landmark_occasion Francis Danby]in the extraordinary sensitivity with which he and his more famous countrymen recorded the Bristolian landscape .
Relative_time,"In [Focal_occasion the centuries][Target preceding][Landmark_occasion the scientific renaissance in the West], Muslim scholars did far more than merely reproduce their heritage from the Greeks . "
Relative_time,"This rally , on March 18 , drew a predominantly Russian and Polish crowd of at least 30,000 , and [Focal_occasion a similar exercise][Target preceded][Landmark_occasion further anti-independence demonstrations on March 27 and April 4]. "
Relative_time,This established that [Focal_occasion a political settlement]had to [Target precede][Landmark_occasion agreements between the Soviet and DRA governments on the withdrawal of Soviet troops from Afghanistan].
Relative_time,"[Focal_occasion Her death], however , [Target preceded][Landmark_occasion the publication][Interval by almost eighteen months]. "
Relative_time,The French invasion plan of 1762 was very different from [Focal_occasion all those][Focal_occasion that]had [Target preceded][Landmark_occasion it].
Relative_time,"[Focal_occasion The diplomacy]which must have [Target preceded][Landmark_occasion this match], and Cnut 's desire for it , imply worries about Robert 's attitude which were to prove well founded . "
Relative_time,"None the less , such a mass of available material has made nonsense of the old dream that [Landmark_occasion historical judgment]might , in principle , be [Target preceded][Focal_occasion by a complete survey of every available piece of evidence]. "
Relative_time,"[Landmark_occasion The 6.45 screening]will be [Target preceded][Focal_occasion by a short film ` Writing in the Sands "" by Amber Film Productions]. "
Relative_time,[Landmark_occasion The firing]is both [Target preceded]and followed [Focal_occasion by blatant cronyism].
Relative_time,[Landmark_occasion The visit to France]had been [Target preceded]in January [Focal_occasion by a brief stopover in the United Kingdom en route to the UN Security Council summit].
Relative_time,"Translated into disciplinary terms , [Focal_occasion the study of international economic geography]should [Target precede][Landmark_occasion social geography and town planning]. "
Relative_time,[Focal_occasion The declaration of intent][Focal_occasion which][Target precedes][Landmark_occasion these vows]implies a similar level of commitment and flexibility .
Relative_time,"It involves [Landmark_occasion an arduous ten kilometre run][Target preceded][Focal_occasion by a long assault course], against the clock , finishing with a shoot on the firing range . "
Relative_time,Yet [Landmark_occasion the broader developments]were in some ways [Target preceded][Focal_occasion by an important new kind of cultural formation which has to be distinguished from national groups].
Relative_time,"According to what has been previously mentioned , than AL-QAEDA secures the pledge of its followers , which includes [Landmark_occasion commitment to its policies and objectives][Target preceded][Focal_occasion by the commander 's ( Amir ) pledge]."
Relative_time,There is a further important refinement to the [Target preceding][Focal_occasion discussion]that must now be addressed .
Relative_time,"To conclude , it would be useful to reconsider these categories in the light of the [Target preceding][Focal_occasion discussion]. "
Relative_time,"The [Target preceding][Focal_occasion discussion]applies not only to jurisdictional errors of law but to all heads of illegality which render a decision ultra vires , including breach of natural justice . "
Relative_time,"It may be useful at this stage to attempt a schematic synopsis of some of the points raised in the [Target preceding][Focal_occasion discussion], a map showing certain potentially fruitful sites of struggle . "
Relative_time,All of the [Target preceding][Focal_occasion discussion and recommendations]have implications not only for the content of Primary Language courses but also for their organisation .
Relative_time,Most of the [Target preceding][Focal_occasion discussion]deals with accommodation and adaptation at the phonological level .
Relative_time,"However , it will have become clear from the [Target preceding][Focal_occasion discussion]that purely convergent or transform movement is unlikely to occur except along short sections of a plate boundary . "
Relative_time,Christmas in the music business brings a retrospective look at the best and worst moments of the [Target preceding][Focal_occasion year].
Relative_time,"However , problems stemming from its lack of use in the [Target preceding][Focal_occasion year]became apparent later . "
Relative_time,But the world of chapter 26 is not only familiar to us from the [Target preceding][Focal_occasion chapters of Genesis].
Relative_time,"MARCH quarter results for the six gold mines in the Gold Fields of South Africa stable , are down marginally on the [Target preceding][Focal_occasion quarter]. "
Relative_time,The concept of a separation of science from religion during the seventeenth century implies that during [Target preceding][Focal_occasion centuries]there had been a fusion .
Relative_time,"The longer the [Target preceding][Focal_occasion REM sleep period]before the awakening , the larger the number of words the subjects tended to use . "
Relative_time,"Speaker J , in his [Target preceding][Focal_occasion contribution], has talked about the money received for his work at a particular point in the past . "
Relative_time,"When participant M speaks again near the end , she does not return to her ` holiday "" or ` Old Aberdeen "" , but makes her contribution relate closely to L's immediately [Target preceding][Focal_occasion remarks]. "
Relative_time,"The material in the [Target preceding][Focal_occasion section]will be seen by some as both uncontroversial and trivial , but it forms a basic backcloth for the argument being developed in this book . "
Relative_time,This explanation is consistent with the finding that monitoring latencies were considerably slower in the two conditions where [Target preceding][Focal_occasion words]were of considerably less help in predicting target words .
Relative_time,But this renewed social concern benefitted from the lessons of the [Target preceding][Focal_occasion decades]by being more realistic -- and so arguably achieving more .
Relative_time,"Cohesive markers are not always necessary , but where you find sentences without evident markers , it may be useful to inspect them closely to be certain that the relationship with the [Target preceding][Focal_occasion sentence]is sufficiently clear . "
Relative_time,"The [Target preceding][Focal_occasion chapter]concentrated on party divisions at the level of the elite , looking at the structure of Parliamentary politics under William and Anne and the nature of the ideological disputes between Whigs and Tories . "
Relative_time,"Arab rule , like that of the [Target preceding][Focal_occasion conquerors], meant involvement in the wider fortunes of empires and dynasties around the Mediterranean . "
Relative_time,But the Pisan ordeal had shocked Pound into recovering a compassion and tenderness which we look for mostly in vain in the Pound of [Focal_occasion the years][Target preceding].
Relative_time,"` Increases are based on retail price rises at the [Target preceding][Focal_occasion September], "" said Mr Brooke . "
Relative_time,"Only 343 cases were diagnosed and reported in 1991 ( provisional data ) in men aged 15 years or over , fewer than in any of the [Target preceding][Focal_occasion 10 years]. "
Relative_time,"In [Focal_occasion the days][Target preceding][Landmark_occasion the ceremony]Shinto and military targets had been bombed or attacked with homemade rockets , resulting in the death of a policeman on Nov. 2 . "
Relative_time,"In [Focal_occasion disturbances][Target preceding][Landmark_occasion the takeover], the former Prime Minister V. P. Singh had been briefly arrested near Ayodhya on Oct. 29 after protesting against moves to build a Hindu temple on the site . "
Relative_time,"Valentinian 's immediate successor , Petronius Maximus , was killed in [Focal_occasion the commotion][Target preceding][Landmark_occasion the Vandal sack of Rome in 455]. "
Relative_time,The pre-head is composed of all the unstressed syllables in [Focal_occasion a tone-unit][Target preceding][Landmark_occasion the first stressed syllable].
Relative_time,In the first place [Focal_occasion the setting up of machinery for examination and selection][Target predates][Landmark_occasion the creation of means to plan and develop curriculum].
Relative_time,"As at other sites , [Focal_occasion the trace metal contamination -- first lead , then zinc --][Target predated][Landmark_occasion the onset of acidification][Interval by a few decades]. "
Relative_time,[Focal_occasion Only the older dons][Target predated][Landmark_occasion Boris].
Relative_time,[Focal_occasion Nuclear nervousness][Target predates][Landmark_occasion Chernobyl]; but what happened there greatly strengthened it .
Relative_time,[Focal_occasion Many of the differences identified][Target predate][Landmark_occasion the emergence of any specific schizophrenic symptoms].
Relative_time,"The economy was in a less parlous state than it appeared and [Focal_occasion economic recovery]really [Target predated][Landmark_occasion the establishment of the Federal Republic], though it took some time for full employment to appear . "
Relative_time,"They stressed German title to the lands of Pomerania , Silesia and central Poland , saying that [Focal_occasion German settlement]had [Target predated][Landmark_occasion Slav settlement]. "
Relative_time,[Landmark_occasion This story]is [Target predated][Focal_occasion by a legend about a giant who kept pigs on Penhill before the founding of the abbey at Jervaulx in 1156].
Relative_time,"A single browser , the limpet Patinigera polaris , lived mainly below low-tide mark but emerged to scour the whole zone ; [Landmark_occasion those close to sea level]were [Target predated][Focal_occasion by dominican gulls Larus dominicanus]. "
Relative_time,"The first truly indigenous press was almost certainly that of Egypt , which began to appear during the nineteenth century ; but [Focal_occasion it][Target predated][Landmark_occasion black Africa 's press][Interval by only a few years]. "
Relative_time,[Focal_occasion The asylums]had of course [Interval long][Target predated][Landmark_occasion the bifurcation of health and welfare in the centralized system].
Relative_time,"Because [Focal_occasion these cycles][Target predate][Interval by centuries][Landmark_occasion the era of realism], Barth has managed to side-step the issue of narrative truth and retain some notion of the marvellous . "
Relative_time,"Mr Baker said it would be ` exceedingly difficult "" for Mr Gorbachev to revitalise the Soviet economy but it was [Target premature][Focal_occasion to predict failure]. "
Relative_time,It is also [Target premature][Focal_occasion to assume that the single European market means that rival continental financial centres will deliberately keep regulatory standards below London 's].
Relative_time,"The State Department is murmuring that it is ` [Target premature][Focal_occasion to speculate "" on the long-term implications of the coup]. "
Relative_time,"It may be [Target premature][Focal_occasion to assign the Newton St. Loe mosaic to such a school]: indeed , given the vagueries of stylistic relationships in this region it might be rash . "
Relative_time,He said it was [Target premature][Focal_occasion to make further comment].
Relative_time,"Of course , it is [Target premature][Focal_occasion to propose Mr Lang to the Pope for canonisation]. "
Relative_time,"However , [Focal_occasion the discontinuation of BCG vaccination for teenagers]is [Target premature]for a number of reasons . "
Relative_time,"` I think it is [Interval a little][Target premature]at this stage [Focal_occasion to be dreaming of a green Christmas], "" Mr Gould added . "
Relative_time,The Government have made it clear that [Focal_occasion a decision on the site]would be [Target premature]at this stage .
Relative_time,He said there was a great deal of consultation and investigation to be undertaken and [Focal_participant the bus managers]were being [Target premature][Focal_occasion in their reaction].
Relative_time,[Focal_participant Ocean-mining companies]would be [Target premature][Focal_occasion in thinking that this offers a solution to their problems].
Relative_time,But [Focal_participant the financial press]was [Target premature][Focal_occasion in reporting Cork Gully 's appointment as liquidator].
Relative_time,"Against this lobby was ranged another , dedicated to defending hard-pressed parents against [Target premature][Focal_occasion judgements about their competence and commitment], the largest organization of which was the Family Rights Group . "
Relative_time,The [Target premature][Focal_occasion closing of the museum]was strange .
Relative_time,"Some say cooking in aluminium foil presents a risk of the metal depositing in the food , not a pleasant prospect in view of the evidence of aluminium poisoning resulting in [Target premature][Focal_occasion senility or Alzheimer 's Disease]. "
Relative_time,"But even Med-type , non-sensitive skins need sun-protection against [Target premature][Focal_occasion ageing]. "
Relative_time,But the gain hardly offset the [Target premature][Focal_occasion revelation to the Germans of this promising new weapon].
Relative_time,"In a world ranking of [Target premature][Focal_occasion death before the age of 60], Northern Ireland and Scotland are near the top and England and Wales are about a third of the way down . "
Relative_time,The time has come to consider target reductions in [Target premature][Focal_occasion deaths from strokes and heart disease]; the great waster of life in a modern society .
Relative_time,"While the outbreak directed media attention to pollution in the North Sea , [Focal_occasion ascribing the guilt to pollution]was [Target premature]. "
Relative_time,"[Focal_occasion Such criticism]was [Target premature], as it is now clear that in many parts of the world long dead-straight trackways were laid out and , in several cases , are still used . "
Relative_time,[Focal_occasion The celebrations]are [Target premature].
Relative_time,"[Focal_occasion The demand]was [Target premature], because it was made and served before the expiration of a month from the 31 July bill . "
Relative_time,I consider [Focal_occasion the hon. Gentleman 's remarks][Degree a little][Target premature].
Relative_time,And just exactly [Interval how many weeks][Target premature]is [Focal_participant this baby]?
Relative_time,Mr Clarke told the FBU leaders that [Focal_occasion industrial action]was [Target premature]because firefighters were not due to settle their claim until November .
Relative_time,"The BBC would say only that [Focal_occasion the speculation]was ` [Target premature]"" . "
Relative_time,"` I had been to see him the [Target previous][Focal_occasion day], and arranged that he come and teach me Dutch . "
Relative_time,"Tamar found the side-saddle strange at first , but her [Target previous][Focal_occasion experience]stood her in good stead . "
Relative_time,In 1990 this involved scaling Mont Blanc with no [Target previous][Focal_occasion mountaineering experience].
Relative_time,Those with [Target previous][Focal_occasion piping or drumming experience]can join the OTC Pipes and Drums .
Relative_time,"According to the organisers no [Target previous][Focal_occasion dancing experience]is needed for the classes , which they say will also provide plenty of exercise and the opportunity to meet new friends . "
Relative_time,"Like [Target previous][Focal_occasion government action to boost the native film industry], Eady strengthened the ties between British and American production . "
Relative_time,"New Zealand 's [Target previous][Focal_occasion Labour government]found itself unable to complete the job of economic liberalisation , and its members bickered among themselves . "
Relative_time,"The five parties of the [Target previous][Focal_occasion coalition government], dissolved on March 29 [ see p. 38114 ] , appeared to have found common ground for continuing their coalition , in power since the 1987 elections . "
Relative_time,"Compared with the [Target previous][Focal_occasion week], there was a trebling in the rate of flu and a doubling of the rate of flu-like illness . "
Relative_time,"Associated Press reported on Nov. 29 that only 100 people had accepted the amnesty offer , while 150 more people had been arrested the [Target previous][Focal_occasion week], adding to thousands of FIS supporters detained without trial . "
Relative_time,"It was voluntary for others at that stage , though from last year those transferring to fellowship had to show their CPD record for the [Target previous][Focal_occasion three years]. "
Relative_time,"Waxing , a more traditional English technique employed by those unable or unwilling to undertake french polishing , ousted the latter by the 1920s , having run alongside it for the [Target previous][Focal_occasion forty years]. "
Relative_time,"Attendance was considerably higher than in [Target previous][Focal_occasion years], with over 1,000 visitors per day . "
Relative_time,"All things considered , he departed for Aix in that summer of 1924 in calmer mind than in either of the two [Target previous][Focal_occasion years]. "
Relative_time,Material needs to arrive by the 8th of [Focal_occasion the month][Target previous][Landmark_occasion to publication].
Relative_time,These rates were an average of their piecework earnings in [Focal_occasion the three weeks][Target previous][Landmark_occasion to the job change].
Relative_time,"[Target Previous][Landmark_occasion to my arrival in Sydney], [Focal_occasion I was at a stage of uncertainty as to what I did and did not believe]. "
Relative_time,For [Focal_occasion two years][Target previous][Landmark_occasion to the war]I had been painting ; before that I was a school master teaching drawing and painting .
Relative_time,Just [Target previous][Landmark_occasion to our visit to this latter small harbour][Focal_occasion a well known German smuggling vessel had been coopering off the coast and local boats had been landing cases of spirits].
Relative_time,"Of course , much survey and exploratory work on the North Sea Oil fields had been carried out in [Focal_occasion the years][Target previous][Landmark_occasion to our patrols]. "
Relative_time,"The abundant rains that came in [Focal_occasion the weeks][Target previous][Landmark_occasion to Gould 's arrival]had attracted birds in their thousands , some nf which had never been seen in the area before . "
Relative_time,Nor could she have said what made her so positive about this assumption that had become a fixture in her head -- unless it was the fact of Silas 's [Target previous][Focal_occasion near engagement to Doreen].
Relative_time,He admitted his [Target previous][Focal_occasion contacts with Communist and Marxist writers]but refused to say who else was present .
Relative_time,"The girls came into school discussing the merits of a programme they had seen the [Target previous][Focal_occasion evening], a ` religious "" programme , Meeting Point , which had been about pre-marital sex . "
Relative_time,It was the manuscript of Lord Byron 's poem which I had retrieved from the floor on the [Target previous][Focal_occasion evening].
Relative_time,[Target Previous][Focal_occasion studies]have tended to concentrate almost exclusively on scientists ' choices between different theories or explanations since such choices were regarded as the characteristic feature of science .
Relative_time,"[Target Previous][Focal_occasion discussions]had been inconclusive , and the initial response of the British cabinet in the autumn of 1950 was cool . "
Relative_time,Every horse owner seems to have their own theory or treatment which has worked on [Target previous][Focal_occasion injuries]and the veterinary profession can not agree on a common treatment .
Relative_time,"The racial card has been used to effect in [Target previous][Focal_occasion New York elections], but in Mr Giuliani 's case he is being criticised as an opportunist for his attacks on the city 's first black Democratic nominee . "
Relative_time,The [Target previous][Focal_occasion three landings attempted using the integral landing skid]resulted in three sets of broken rotors !
Relative_time,"Winner of his [Target previous][Focal_occasion six races], and fitted out in the Arkle colours of Anne Duchess of Westminster , he broke his elbow in a fall at the seventh fence and was destroyed . "
Relative_time,"In 2003 , Libya admitted its [Target previous][Focal_occasion intentions]to acquire equipment needed to produce biological weapons ( BW ) . "
Relative_time,"First , was the experience gained in missile operations during the [Target previous][Focal_occasion three years], especially by the Missile Unit of the IRGC Air Force ."
Relative_time,QN : Have there been [Target previous][Focal_occasion negotiations]between Israel and the Palestinian authority ?
Relative_time,"Due to challenges posed by a limited source of indigenously produced precursors for CW agents , it is believed that North Korea emphasizes production of phosgene , mustard , sarin , and V - agents. ( [Target Previous][Focal_occasion reports]have also alleged a large stock of sarin nerve agent. ) In 2001 , it was estimated that there are 12 facilities in the DPRK where raw chemicals , precursors , and CW agents are produced and / or stored ."
Relative_time,Bill_Frist : Not with the [Target previous][Focal_participant Democratic leader]or or the current Democratic leader have ever I been slapped in the face with such an affront to the leadership of this grand institution .
Relative_time,"Embalming would not have allowed for this and , [Focal_occasion had the person not been dead][Target prior][Landmark_occasion to the beginning of the operation], he certainly would be once it was all over . "
Relative_time,Care must be taken to ensure that [Focal_occasion the animals are dead][Target prior][Landmark_occasion to disposal]and it should be noted that mice 1 -- 8 days old take longer to die than adults .
Relative_time,Furthermore they include provisions for the assessment of [Target prior][Focal_occasion learning]and portability of credits that can be accumulated and eventually applied towards a formal qualification .
Relative_time,"The police had been excluded from [Target prior][Focal_occasion knowledge of the arrests], but quickly built up an accurate picture . "
Relative_time,All orders must be placed through the Departmental secretary with my [Target prior][Focal_occasion authority].
Relative_time,"Standard trade discount is 20% , except by [Target prior][Focal_occasion arrangement]. "
Relative_time,"Such may be the consequence of subletting council property without [Target prior][Focal_occasion approval]of the local authority , in order to live closer to college . "
Relative_time,"This gave them a new experience of evaporation , as well as time to draw on their [Target prior][Focal_occasion experiences]. "
Relative_time,"Admission even to the first initiation demanded [Target prior][Focal_occasion sanctification]and an exhausting day of pilgrimage , taken fasting , for fifteen miles along the Sacred Way from Athens , with many stops for worship at wayside shrines . "
Relative_time,"` It was as much hers as it was Terry 's , I suppose , but the Bank he heisted it from might think it had a [Target prior][Focal_occasion claim]. "
Relative_time,"The Court of Appeal held that the rule against [Target prior][Focal_occasion restraint]would still operate , given that this defence of justifying the "" common sting "" of the allegations might succeed at the trial . "
Relative_time,Lending to individual borrowers in excess of 10 per cent of a bank 's capital base has to be notified to the Bank ; all exposures in excess of 25 per cent require [Target prior][Focal_occasion notification].
Relative_time,"Existing qualifications will have to be recognised for the time being , probably for some years , and APL , or accreditation of [Target prior][Focal_occasion learning], is something the National Council for Vocational Qualifications is still exploring . "
Relative_time,In only one presidential election [Focal_occasion year][Target prior][Landmark_occasion to 1948]did more than 20 % of the nation 's congressional districts choose a different party 's candidate for the White House than for the House of Representatives .
