frame,english,gemini_swedish
Relative_time,We had been begging the authorities since [Focal_occasion [Targe]t early][Landmark_occasion in the morning]to send forces [ ... ] It is too late now .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_occasion The decision][Target followed][Landmark_occasion the freeing of a man who killed his mother-in-law].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_occasion The deep recession][Focal_occasion that][Target followed]shows how painful true perestroika can be .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_occasion A very basic synopsis of the play][Target follows]in order to contextualise the analysis .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_occasion A whole series of measures][Target followed]promoting the position of radicals -- and the Communists -- at the expense of the moderates .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"He urged them to back the Brady plan , pointing to [Focal_occasion the socio-political unrest][Focal_occasion that]might [Target follow][Landmark_occasion the failure to provide economic support for strategically important developing countries]. ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Focal_occasion The appeal][Target followed][Landmark_occasion a meeting to discuss the case of 11-year-old Gemma left alone in a flat in Hammersmith , west London]. ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,The Pact would provide for [Focal_occasion the withdrawal of Soviet forces][Target following][Landmark_occasion the formation of a coalition government in Kabul].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Landmark_occasion This]was [Target followed]last week [Focal_occasion by a second letter giving more precise details of the make-up of the allocation].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_occasion The finding][Target follows][Landmark_occasion a study by Her Majesty 's Inspectorate of reading among children aged five to 14 made just before the introduction of the national curriculum last September].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"This was the beginning of a great revival ; [Focal_occasion it][Target followed][Landmark_occasion decades during which the legal position of jews had , on the whole , steadily improved]. ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Landmark_occasion This controversy]was [Interval immediately][Target followed][Focal_occasion by another].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Landmark_occasion The hiss]was [Target followed][Focal_occasion by a roar]as a sudden burst of wind hit them , hurling Seawitch forward like a blow from a giant fist . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_occasion The relative stability in the north][Focal_occasion that][Target followed][Landmark_occasion Barbarossa 's defeat]set the stage for the next step in the rise of the city states .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,They started with a Blessing then [Landmark_occasion Tea][Target followed][Focal_occasion by the chairman 's remarks].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,The panic of the night before was nothing compared to [Focal_occasion the tragic and bizarre pandemonium][Focal_occasion that]was to [Target follow]during the ensuing day .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,TI 's Sparc marketing manager Phil Campbell said the first few lots of the reconstructed chip will be coming off the line in December with [Focal_occasion volumes][Target following]sometime during the first quarter .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_occasion Spikes of succulent red berries][Target follow]in the autumn .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"The Treasury now expects [Landmark_occasion a fall of 1% in non-oil GDP in 1992], [Target followed][Focal_occasion by growth of 1% in 1993]: the average GDP growth in 1993 forecast by independents is 1 1 / 2 % .","Finansdepartementet förväntar sig nu [Landmark_occasion en nedgång på 1% i icke-oljerelaterad BNP under 1992], [Target följt av][Focal_occasion en tillväxt på 1% under 1993]: den genomsnittliga BNP-tillväxten under 1993 prognostiserad av oberoende bedömare är 1 1/2 %."
Relative_time,"In [Focal_participant the torrent of replies][Focal_participant that][Target followed], one woman ringer from Solihull observed that `` the average male ringer leaves quite a lot to be desired : badly dressed , decorated with acne and a large beer-belly , frequently unwashed and unbearably flatulent in peals .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"On 19 December 2003 , [Focal_occasion Libyan leader Col. Muammar Qadhafi publicly confirmed his commitment to disclose and dismantle WMD programs in his country][Target following][Landmark_occasion a nine-month period of negotiations with US and UK authorities]. ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"In [Focal_occasion the five years that][Target followed], Iran concluded several contracts for the construction of nuclear plants and the supply of nuclear fuel : with the United States in 1974 ; Germany in 1976 ; and France in 1977 .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"Within four months of the end of the second War of the Cities , and [Target following][Landmark_occasion a continuing string of Iraqi victories ( most notably on the Fao Peninsula )], [Focal_occasion Iran sued for peace].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Landmark_occasion This]was [Target followed][Interval two days later][Focal_occasion by an early morning attack on the Iraqi capital of Baghdad].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Focal_occasion The NPT withdrawal][Interval swiftly][Target followed][Landmark_occasion a December 2002 announcement that North Korea was lifting the freeze on its nuclear program , in response to the U.S. decision to suspend heavy fuel oil ( HFO ) shipments under the Agreed Framework].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_occasion Taiwan 's nuclear weapons program was established under the direction of the Institute of Nuclear Energy Research ( INER ) and the Chungshan Institute of Science and Technology][Target following][Landmark_occasion the People's Republic of China 's first nuclear test in October 1964].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Focal_occasion It][Target follows][Landmark_occasion growing concern among members of Britain 's intelligence and security hierarchy that if a CBRN attack took place in the City of London it would devastate Britain 's economy and severely damage the economies of Europe and America]. ( Telegraph .co.uk , 25Jun06 , Sean Rayment ) ( Link )","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Landmark_occasion He]was [Target followed][Interval in 336 b.c.][Focal_occasion by his son Alexander the Great], one of the most remarkable leaders in history .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Focal_occasion The El Rancho Vegas ( 1941 ) was the first], [Target followed][Landmark_occasion by the Last Frontier]( 1943 ) .","[Focal_occasion El Rancho Vegas (1941) var det första], [Target följdes][Landmark_occasion av Last Frontier](1943)."
Relative_time,In extreme cases these rites take the form of [Landmark_occasion human sacrifices][Target followed][Focal_occasion by cannibalism .],"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"Not all of the recipients of honours were backbenchers , and over the [Target following][Focal_occasion years]journalists , industrialists and bankers sympathetic to the cause were handed decorations of one kind or another . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,And in the [Target following][Focal_occasion production period]the maintenance of an increased volume of consumer goods will require the maintenance of an adequate level of v ; : but v is not surplus-value .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"I asked the couple , during the [Target following][Focal_occasion week], to write down separately what each would expect of marriage . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"In 1923 , Labour won all four seats in West Ham , but lost Upton the [Target following][Focal_occasion year]as Labour members in outer London fell from fifteen to seven . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"Brian had chosen Bath as a place to which he would take Celia the [Target following][Focal_occasion weekend], partly because it was not too far away and partly because he remembered how happy they had been there before . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"On the [Target following][Focal_occasion day]doctors and medical personnel announced an indefinite strike , which was promptly declared illegal . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,One worker recalls the [Target following][Focal_occasion episode].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,The [Target following][Focal_occasion February]the Church agreed and allocated £250 ; an organ was dedicated on 29 May 1895 .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"For a purely parochial event , it must have been quite an occasion because I believe that it ran from Wednesday , through to the [Target following][Focal_occasion Saturday]. ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,This tactic was repeated on the [Target following][Focal_occasion Monday and Tuesday]and a delegation sent to meet the Mayor .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,So we arranged to travel to Devonshire on the [Target following][Focal_occasion Saturday].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,In 1873 Gladstone 's government passed the Judicature Act ( succeeded by further statutes over the [Target following][Focal_occasion two years]) .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,Tonight and for the [Target following][Focal_occasion two nights]we are privileged to welcome a quintet of American musicians specially brought together for the Guinness Spot in association with Frank Tate .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"At St. Mary 's Church in Ilminster , Somerset , [Focal_occasion the bells have fallen silent][Target following][Landmark_occasion a dust-up over church attendance].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"Skilled ringers use their wrists to advance or retard the next swing , so that one bell can swap places with another in the [Target following][Focal_occasion change].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"Pyongyang then declared the [Target following][Focal_occasion month]that it was lifting the freeze on its nuclear program , ostensibly to generate electricity . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"The [Target following][Focal_occasion year], Iran made a down payment for Project Flower by providing Israel with $280 million worth of oil .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,This situation remained essentially unchanged through the [Target following][Landmark_occasion year]when Iraq launched its invasion .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Target Following][Landmark_occasion this most recent flight - test], [Focal_occasion the Shehab-3 was placed in service and revolutionary guard units were officially armed with the missiles].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"In 1987 , [Focal_occasion Libya 's military operation in Chad was near defeat][Target following][Landmark_occasion a series of dramatic reversals].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Target Following][Landmark_occasion a July 1989 flight - test of what Pretoria described as a `` booster rocket '' in a space - launch program], [Focal_occasion U.S. intelligence noted striking similarities between this system and Israel 's intermediate - range Jericho - 2 ballistic missile].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Target Following][Landmark_occasion the discovery of substantial reserves of uranium ore at Saghand , Yazd province ,][Focal_occasion Iran announced that it was developing a nuclear power plan that would rely solely on indigenous resources].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"Second , there are reports that [Focal_occasion Kim Il Sung asked China to share its nuclear weapons technology][Target following][Landmark_occasion China 's first nuclear test in October 1964], but Chairman Mao refused .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"However , [Target following][Landmark_occasion intense bilateral negotiations with the United States], [Focal_occasion North Korea announced it was `` suspending its withdrawal from the NPT '' one day before the withdrawal was to become effective].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"Pilgrims came from all over the Roman ( and , later , Byzantine ) Empire during the [Target following][Focal_occasion centuries], but the prosperity they brought lasted only until 614 , when Persian armies overtook Judea and reduced Jerusalem to rubble again .","Pilgrimer kom från hela det romerska (och, senare, bysantinska) imperiet under de [Target följande][Focal_occasion århundradena], men det välstånd de förde med sig varade bara till 614, då persiska arméer erövrade Judeen och förvandlade Jerusalem till grus igen."
Relative_time,"[Target Following][Landmark_occasion Alexander 's death], [Focal_occasion his lands were divided among his generals].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Target Following][Landmark_occasion this debacle], [Focal_occasion the Ottomans then allied themselves to Germany in the World War I , losing more territory with the defeat of the Germans in that war].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Target Following][Landmark_occasion its victory], [Focal_occasion Athens introduced the concept of a mutual protection alliance ( a kind of NATO of the ancient world )].","[Target Efter][Landmark_occasion sin seger], [Focal_occasion Aten införde konceptet med en ömsesidig skyddsallians (ett slags NATO i den antika världen)]"
Relative_time,"Our afternoon lessons began at a quarter-to-two , and if the express did not run on time , [Focal_participant I]ran the risk of being [Target late][Landmark_occasion for roll call]. ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"I suppose it 's [Degree too][Target late][Focal_occasion to alter that now]. "" ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"So , I made a promise to myself that [Focal_participant I]'d never be [Target late][Landmark_occasion with any deadlines]. ","Så, jag lovade mig själv att [Focal_participant jag] aldrig skulle vara [Target försenad][Landmark_occasion med några deadlines]."
Relative_time,And [Focal_participant Mr Gorbachev]was [Interval far too][Target late][Focal_occasion in proposing a new deal to the various republics].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"So [Focal_participant we]were [Target late][Focal_occasion in returning], and night fell when we were only half-way home . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,But [Focal_participant the results]are [Degree so][Target late][Focal_occasion in arriving][Degree that they will have only a limited influence on national policies for coronary prevention].,Men [Focal_participant resultaten] är [Degree så][Target sena][Focal_occasion med att komma fram][Degree att de kommer att ha endast ett begränsat inflytande på nationell politik för koronar prevention].
Relative_time,[Focal_participant I]'m [Target late][Focal_occasion with getting back home]as it is .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_occasion We]'re going to be [Target late].,[Focal_occasion Vi] kommer att bli [Target sena].
Relative_time,[Focal_participant We]'re [Interval a couple months][Target late][Landmark_occasion buying credits for last year].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,One reason [Focal_participant we]'re [Target late]( other than the obvious ) is the insane complexity in calculating it well .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Focal_participant fe004]arrived [Target late]( 15.5 minutes into the meeting ) , and did not read digits .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,They may not have read the digits due to the [Target late][Landmark_occasion start].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Focal_participant fe016 and mn017]arrived [Target late], left early , and did not read digits .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"When [Focal_participant people]are [Target late], it makes it hard to keep things working in a rational fashion . ''","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,payments are made to coincide with the due dates to take advantage of discount terms or avoid [Target late][Focal_occasion payment]penalties .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"Little is known of [Focal_occasion his life], early or [Target late], and his pictures ( 37 in the Wadsworth show , carefully culled from a total of perhaps 170 ) are the sole evidence of his preoccupations .","Lite är känt om [Focal_occasion hans liv], tidigt eller [Target sent], och hans bilder (37 i Wadsworth-utställningen, noggrant utvalda från totalt kanske 170) är det enda beviset på hans upptaganden."
Relative_time,So what if [Focal_participant Quindlen]'s [Interval about a week][Target late][Landmark_occasion to the story]?,Vad spelar det för roll om [Focal_participant Quindlens] [Interval ungefär en vecka][Target för sent][Landmark_occasion till historien]?
Relative_time,"At the last , when the multitudes besieged the City , only then did I reveal my plot , and by then it was [Degree too][Target late], for the City was burning .","Till sist, när folkmassorna belägrade Staden, först då avslöjade jag min komplott, och då var det [Degree för][Target sent], för Staden brann."
Relative_time,"[Focal_participant Judge]is [Degree always][Target late], anyway .","[Focal_participant Domaren] är [Degree alltid][Target sen], i alla fall."
Relative_time,"…Sir , if she 's in any danger , it will probably be [Degree too][Target late][Focal_occasion to help her]by that time .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"He jumped at my arm while I was still off-balance , and I felt the surge of adrenaline that comes right when your body realizes that it 's [Degree too][Target late][Focal_occasion to save itself].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_participant They]were both [Target late][Landmark_occasion bloomers].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"When Upham finally does kill , it 's [Degree too][Target late][Focal_occasion to do any good], and in clear violation of the Geneva Conventions .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Focal_participant It]came [Degree too][Target late], and he died .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,In addition peripheral fibers cease to function as a culture ages consequently a [Degree very][Target late][Focal_participant arising structure]that happens into an exclusion zone can develop there into a mature structure .,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"I believe that what you are saying is that >no draft >was `` submitted , '' but rather `` made available for review , '' albeit with >[Degree rather][Target late]>[Focal_occasion instructions as to location and ownership].","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"It was my system which enabled me to find John Warner , [Target late][Focal_participant gardener]of High Gable , sacked in a moment of temper by his imperious employer .","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,Either way [Focal_participant I]was [Interval long][Target overdue][Landmark_occasion to call on them].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Focal_participant She]is already [Interval six days][Target overdue][Landmark_occasion beyond the expected date of birth], which was 6 October 1992 , and she has now refused , on religious grounds , to submit herself to a Caesarean section operation . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,[Focal_participant The tax and social security systems]are [Interval long][Target overdue][Landmark_occasion for reform].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,I suppose [Focal_participant I]was [Target overdue][Landmark_occasion for a move].,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Focal_participant Kapellan]( 5.22 ) , [Target overdue][Landmark_occasion for a win], should be worth waiting for in the last race at Hove today . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,"[Focal_participant She]was [Target overdue][Landmark_occasion for some leave], and she could go to France and make some enquiries . ","ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Relative_time,Mikrodatorn kommer att skriva ut påminnelser för [Focal_participant alla föremål][Focal_participant som] är [Target förfallna] på ett visst datum och påminnelserna kan skickas till elever via mentor eller årskurslärare.,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
