frame,english,gold standard,chatgpt_translation
Change_event_time,"There is , however , a possibility that [Event the peace concert , which was to have taken place this Saturday , May 29 , in the King 's Hall], may be [Target rescheduled][Destination_time for the autumn].","Det finns dock en möjlighet att [Event fredskonserten, som skulle ha ägt rum nu på lördag den 29 maj i Konungssalen], kan komma att [Target bli ombokad][Destination_time till hösten].","Det finns dock en möjlighet att [Event fredskonserten , som skulle ha ägt rum nu på lördag , den 29 maj , i Konungens sal], kan bli [Target ombokad][Destination_time till hösten]."
Change_event_time,"If [Agent the school]refused to [Target reschedule][Event the trip], would this amount to unlawful indirect discrimination , or would the school 's decision have been ` justifiable '' ?","Om [Agent skolan] vägrade att [Target boka om][Event resan], skulle detta innebära otillåten indirekt diskriminering, eller skulle skolans beslut ha varit `motiverbart''?","If [Agent skolan]refused to [Target boka om][Event resan], would this amount to unlawful indirect discrimination , or would the school 's decision have been ` rättfärdigad '' ?"
Change_event_time,[Agent THE HOUSE OF LOVE]have [Target rescheduled][Event their one-off London date originally postponed from September]and plan to give away a limited-edition single featuring a previously unreleased ten-minute track at the show .,[Agent THE HOUSE OF LOVE]har [Target bokat om][Event deras engångsdatum i London som ursprungligen sköts upp från september]och planerar att ge bort en begränsad singel med ett tidigare outgivet tio minuter långt spår på konserten.,[Agent KÄRLEKENS HUS]har [Target omplanerat][Event deras engångskonsert i London som ursprungligen sköts upp från september]och planerar att ge bort en singel i begränsad upplaga med ett tidigare oanvänt tio minuter långt spår på spelningen.
Change_event_time,` No sooner had everyone recovered from the trauma of having to [Target reschedule][Event the full-length play festival]than we heard about Portadown .,`Alla hade knappt återhämtat sig från traumat att ha [Target omplanerat][Event hela pjäsfestivalen] förrän vi hörde om Portadown.`,` No sooner had everyone recovered from the trauma of having to [Target boka om][Event hela teaterfestivalen] än vi fick höra om Portadown.`
Change_event_time,"` There 's a lot of zander throughout the canal and I think we 'll be leaving it until next season before [Agent we][Target reschedule][Event the match], '' he said .","Det finns mycket gös längs hela kanalen och jag tror att vi kommer att låta bli det till nästa säsong innan [Agent vi][Target bokar om][Event matchen],'' sa han.","Det finns mycket gös längs hela kanalen och jag tror att vi kommer att låta bli det till nästa säsong innan [Agent vi][Target skjuter upp][Event matchen],'' sa han."
Change_event_time,"` But it 's been a complicated situation ; [Agent we]'ve had to cancel or [Target reschedule][Event gigs with Cozy 's band][Explanation because of Brian 's thing], and there was a further complication &hellip;","Men det har varit en komplicerad situation; [Agent vi] har varit tvungna att ställa in eller [Target omboka][Event spelningar med Cozy's band][Explanation på grund av Brians grej], och det fanns en ytterligare komplikation &hellip;","Men det har varit en komplicerad situation; [Agent vi] har varit tvungna att ställa in eller [Target omboka][Event spelningar med Cozy's band][Explanation på grund av Brians grej], och det fanns en ytterligare komplikation &hellip;"
Change_event_time,"[Agent SHONEN KNIFE]have been forced to postpone their UK dates due to touring commitments in their native Japan , but have managed to [Target reschedule][Event one gig][Place at London 's Clapham Grand][Destination_time on September 3].","[Agent SHONEN KNIFE]har tvingats skjuta upp sina UK-spelningar på grund av turnéåtaganden i deras hemland Japan, men har lyckats [Target boka om][Event en konsert][Place på Londons Clapham Grand][Destination_time den 3 september].","[Agent SHONEN KNIFE]har tvingats skjuta upp sina UK-spelningar på grund av turnéåtaganden i deras hemland Japan, men har lyckats [Target boka om][Event en konsert][Place på Londons Clapham Grand][Destination_time den 3 september]."
Relative_time,"We have talked about [Target antecedent][Focal_occasion events , behaviour , and consequences]as applied to eating behaviour and dieting . ","Vi har pratat om [Target föregående][Focal_occasion händelser, beteenden och konsekvenser] som tillämpas på ätbeteende och bantande.","Vi har pratat om [Target föregångare][Focal_occasion händelser, beteenden och konsekvenser] som tillämpas på ätbeteende och dietande."
Relative_time,"He tends to mention [Target antecedent][Focal_occasion events]after subsequent ones , and causes after effects . ","Han tenderar att nämna [Target föregående][Focal_occasion händelser]efter efterföljande sådana, och orsakar efterverkningar.","Han tenderar att nämna [Target föregångare][Focal_occasion händelser]efter efterföljande sådana, och orsakar efterverkningar."
Relative_time,"In addition , it can be exercised where , during [Target antecedent][Focal_occasion negotiations], there were oral representations made irrespective of whether they were concluded on or off business premises ( s67 ) . ","Dessutom kan det utövas där, under [Target föregående][Focal_occasion förhandlingar], muntliga framställningar gjordes oavsett om de avslutades på eller utanför affärslokaler (s67).","Dessutom kan det utövas där, under [Target föregångare][Focal_occasion förhandlingar], muntliga framställningar gjordes oavsett om de avslutades på eller utanför affärslokaler (s67)."
Relative_time,"The second [Target antecedent][Focal_occasion event], quarrelling with another person , often follows closely on a feeling of disappointment and personal failure . ","Den andra [Target föregående][Focal_occasion händelsen], att gräla med en annan person, följer ofta tätt efter en känsla av besvikelse och personligt misslyckande.","Den andra [Target tidigare nämnt][Focal_occasion händelse], att gräla med en annan person, följer ofta tätt efter en känsla av besvikelse och personlig misslyckande."
Relative_time,"Only as attending proceeds , however , does it become possible to describe the immediately [Target antecedent][Focal_occasion experience]of a conscious episode . ","Endast när närvaro fortskrider , däremot , blir det möjligt att beskriva den omedelbart [Target föregående][Focal_occasion upplevelsen] av ett medvetet avsnitt .","Endast när närvaro fortskrider , däremot , blir det möjligt att beskriva den omedelbart [Target föregångare][Focal_occasion upplevelse] av ett medvetet avsnitt ."
Relative_time,"However , Poulantzas would presumably argue that in any given case the course of events is determined by [Target antecedent][Focal_occasion factors]. ",Men Poulantzas skulle förmodligen hävda att skeendets förlopp i varje enskilt fall bestäms av [Target föregående][Focal_occasion faktorer].,Men Poulantzas skulle förmodligen hävda att skeendets förlopp i varje enskilt fall bestäms av [Target föregångare][Focal_occasion faktorer].
Relative_time,"But we do not know how to account for these characteristics as the results of [Target antecedent][Focal_occasion social factors], and , indeed , have very little idea what circumstances , if any , produce military genius or obstinacy . ","Men vi vet inte hur vi ska förklara dessa egenskaper som resultaten av [Target tidigare][Focal_occasion sociala faktorer], och har faktiskt mycket lite uppfattning om vilka omständigheter, om några, som framkallar militärt geni eller envishet.","Men vi vet inte hur vi ska förklara dessa egenskaper som resultaten av [Target föregångare][Focal_occasion sociala faktorer], och har faktiskt mycket lite uppfattning om vilka omständigheter, om några, som framkallar militärt geni eller envishet."
Relative_time,"In its most basic sense , determinism is only committed to the view that behaviour is the outcome of [Target antecedent][Focal_occasion causes]. ",I sin mest grundläggande mening är determinism endast bunden till uppfattningen att beteende är resultatet av [Target tidigare][Focal_occasion orsaker].,I sin mest grundläggande mening är determinism endast bunden till uppfattningen att beteende är resultatet av [Target föregångare][Focal_occasion orsaker].
Relative_time,For one thing he certainly over-states it when he says that pleasure always comes from satisfaction of an [Target antecedent][Focal_occasion desire for something other than pleasure].,För det första överdriver han helt klart när han säger att njutning alltid kommer från tillfredsställelsen av en [Target föregående][Focal_occasion önskan om något annat än njutning].,För det första överdriver han helt klart när han säger att njutning alltid kommer från tillfredsställelsen av en [Target föregående][Focal_occasion önskan om något annat än njutning].
Relative_time,"The State recognises the Family as the natural primary and fundamental unit group of Society and as a moral institution possessing [Focal_occasion x, [Target antecedent]and superior [Landmark_occasion to all positive law]…","Staten erkänner Familjen som den naturliga primära och grundläggande enhetsgruppen i Samhället och som en moralisk institution som innehar [Focal_occasion oförytterliga och obortskrivliga rättigheter], [Target föregående] och överlägsen [Landmark_occasion i förhållande till all positiv rätt]…","The State recognises the Family as the natural primary and fundamental unit group of Society and as a moral institution possessing [Focal_occasion oföverlåtbara och preskriptionsfria rättigheter], [Target föregående]och överlägsen [Landmark_occasion jämfört med all positiv lag]…"
Relative_time,"The whole doctrine is based on the recognition of the regularity and uniformity pervading the created universe , and on the assumption that man has [Focal_occasion an innate sense of beauty][Target antecedent][Landmark_occasion to custom or education]. ","Hela doktrinen är baserad på insikten om regelbundenheten och enhetligheten som genomsyrar det skapade universumet, och på antagandet att människan har [Focal_occasion en medfödd känsla för skönhet]som [Target föregår][Landmark_occasion sedvänja eller utbildning].","Hela doktrinen är baserad på insikten om regelbundenheten och enhetligheten som genomsyrar det skapade universum, och på antagandet att människan har [Focal_occasion en medfödd känsla för skönhet][Target föregångare][Landmark_occasion till sedvänja eller utbildning]."
Relative_time,"If ordinary children build their linguistic abilities on [Target antecedent][Focal_occasion social and cognitive abilities], these may , in fact , be necessary prerequisites for the emergence of language . ","Om vanliga barn bygger sina språkliga färdigheter på [Target föregående][Focal_occasion sociala och kognitiva förmågor], kan dessa i själva verket vara nödvändiga förutsättningar för språkets framväxt.","Om vanliga barn bygger sina språkliga färdigheter på [Target föregångare][Focal_occasion sociala och kognitiva förmågor], kan dessa i själva verket vara nödvändiga förutsättningar för språkets framväxt."
Relative_time,"I edged around the puddles in the garden , where [Target belated][Focal_occasion rain]fell from the yew trees , and returned to my Bed and Breakfast house for a soothing sleep . ","Jag smög runt pölarna i trädgården , där [Target sena][Focal_occasion regnet]föll från idegranar , och återvände till mitt bed and breakfast-hus för en rogivande sömn .","Jag smög runt pölarna i trädgården , där [Target försenad][Focal_occasion regn]föll från idegranar , och återvände till mitt bed and breakfast-hus för en lugnande sömn ."
Relative_time,Since employees often complain about receiving [Target belated][Focal_occasion information]particular management attention should be given to correct timing .,Eftersom anställda ofta klagar på att få [Focal_occasion information][Target sent] bör särskild ledningsuppmärksamhet ägnas åt korrekt timing.,Since employees often complain about receiving [Target sen][Focal_occasion information]särskild ledningsuppmärksamhet bör ägnas åt rätt timing .
Relative_time,"After my [Target belated][Focal_occasion conversion from the outworn pieties of my youth]what I wanted from Karen was a crash course in greed , voracity , cheap thrills and superficial emotion . ","Efter min [Target sena][Focal_occasion övergång från ungdomstidens slitna fromhet] ville jag ha en snabbkurs i girighet, glupskhet, billiga kickar och ytlig känsla från Karen.","Efter min [Target sena][Focal_occasion övergång från ungdomstidens slitna fromhet] ville jag ha en snabbkurs i girighet, glupskhet, billiga kickar och ytlig känsla från Karen."
Relative_time,"However , on his [Target belated][Focal_occasion homecomings], he indirectly reassured her that the needed person did return m- the end . ","Men, vid hans [Target sena][Focal_occasion hemkomster], försäkrade han henne indirekt att den behövda personen faktiskt kom tillbaka m- slutet.","Men, vid hans [Target sena][Focal_occasion hemkomster], försäkrade han henne indirekt att den behövda personen faktiskt kom tillbaka m- slutet."
Relative_time,That [Target belated][Focal_occasion discovery]caused Sun to cancel the intended roll-out of the expected 514 ( UX No 432 ) .,Den [Target försenade][Focal_occasion upptäckten] orsakade att Sun ställde in den planerade lanseringen av den förväntade 514 (UX Nr 432).,That [Target försenad][Focal_occasion upptäckt]fick Sun att avboka den planerade lanseringen av det förväntade 514 ( UX Nr 432 ) .
Relative_time,"The reduction in the ARC 's subsidy is a [Target belated][Focal_occasion acknowledgement that agricultural research is overfunded]( see Nature 362 , 386 ; 1993 ) . ","Minskningen av ARC:s subvention är ett [Target försenat][Focal_occasion erkännande av att jordbruksforskningen är överfinansierad]( se Nature 362, 386; 1993 ).","Reduction i ARC:s subvention är en [Target försenad][Focal_occasion erkännande att jordbruksforskningen är överfinansierad](se Nature 362, 386; 1993)."
Relative_time,The marquis made one [Target belated][Focal_occasion attempt to warn her].,Markisen gjorde ett [Target försenat][Focal_occasion försök att varna henne].,Markisen gjorde ett [Target försenat][Focal_occasion försök att varna henne].
Relative_time,"` Hence the ` [Target belated][Focal_occasion honeymoon]"" he talked about , "" said Julia . ","` Därför pratade han om [Target sen][Focal_occasion smekmånad] , "" sade Julia .","` Därför pratade han om [Target sen][Focal_occasion smekmånad] , "" sade Julia ."
Relative_time,"The Revolution certainly marked a [Target belated][Focal_occasion victory for the policy of Exclusion], and finally established the legislative sovereignty of Parliament . ","Revolutionen markerade verkligen en [Target sen][Focal_occasion seger för utestängningspolitiken], och etablerade slutligen parlamentets lagstiftande suveränitet.","Revolutionen markerade verkligen en [Target sen][Focal_occasion seger för utestängningspolitiken], och etablerade slutligen parlamentets lagstiftande suveränitet."
Relative_time,The couple have spent the past six months buying furniture for their rooms within the Godfrey Ermen Home and are considering a [Target belated][Focal_occasion honeymoon].,Paret har spenderat de senaste sex månaderna på att köpa möbler till sina rum inom Godfrey Ermen Hem och överväger en [Target försenad][Focal_occasion smekmånad].,Paret har spenderat de senaste sex månaderna på att köpa möbler till sina rum inom Godfrey Ermen Hem och överväger en [Target försenad][Focal_occasion smekmånad].
Relative_time,Etosha has long been well regarded by her trainer and her [Target belated][Focal_occasion debut in the John Holdrish Maiden Fillies Stakes]was explained by a long-held aversion to starting stalls .,Etosha har länge varit väl ansedd av sin tränare och hennes [Target försenade][Focal_occasion debut i John Holdrish Maiden Fillies Stakes] förklarades av en långvarig aversion mot startboxar.,Etosha har länge varit väl ansedd av sin tränare och hennes [Target försenad][Focal_occasion debut i John Holdrish Maiden Fillies Stakes] förklarades av en långvarig aversion mot startboxar.
Relative_time,The breakthrough was inspired by [Target belated][Focal_occasion realisation on the part of Pretoria and the ANC that unless they made rapid progress]what is left of the South African economy would be wrecked .,Genombrottet inspirerades av [Target försenade][Focal_occasion insikten från Pretorias och ANC:s sida att om de inte gjorde snabba framsteg] skulle det som återstår av den sydafrikanska ekonomin förstöras .,Genombrottet inspirerades av [Target försenad][Focal_occasion insikt från Pretorias och ANC:s sida att om de inte gjorde snabba framsteg] vad som återstår av den sydafrikanska ekonomin skulle förstöras .
Relative_time,"Dates and September and October had proved to be difficult and beyond that , it would be a very [Target belated][Focal_occasion welcome]. ","Datum och september och oktober hade visat sig vara svåra och bortom det, skulle det vara en mycket [Target försenat][Focal_occasion välkomnande].","Dates and September and October hade visat sig vara svåra och utöver det , skulle det vara en mycket [Target sen][Focal_occasion välkommen]."
Relative_time,"Although [Target belated], [Focal_occasion the gesture]will win Mr Kaifu kudos in Washington , and guarantee a warm welcome for him at the London summit of rich countries ' leaders in July . ","Även om [Focal_occasion gesten] kom [Target sent], kommer den att vinna herr Kaifus erkännande i Washington, och garantera ett varmt mottagande för honom vid Londonmötet för ledarna för rika länder i juli.","Although [Target försenad], [Focal_occasion gesten] kommer att vinna herr Kaifu beröm i Washington, och garantera en varm välkomst för honom vid Londonmötet för ledarna för rika länder i juli."
Relative_time,"After such stumbles , Grumman is understandably thrilled by a [Target belated]and unambiguous [Focal_occasion triumph]: the success of JSTARS . ",Efter sådana snedsteg är Grumman förståeligt nog överlycklig över en [Target senkommen] och otvetydig [Focal_occasion triumf]: framgången för JSTARS.,Efter sådana snedsteg är Grumman förståeligt nog överlycklig över en [Target senkommen] och otvetydig [Focal_occasion triumf]: framgången för JSTARS.
Relative_time,"Perhaps , in retrospect , I was over-kind in interpreting the offensive ` Bengali In Platforms "" as a [Target belated][Focal_occasion working through of petty teenage bigotry]. ","Kanske var jag, i efterhand , alltför snäll i att tolka det offensiva ` bengaliska i plattformar "" som en [Target sen][Focal_occasion bearbetning av småaktig tonårsfördom].","Kanske , i efterhand , var jag alltför snäll i att tolka det offensiva ` bengaliska i plattformar "" som en [Target senkommen][Focal_occasion att arbeta igenom småaktig tonårsfördom]."
Relative_time,"A letter to the Japanese ambassador in Washington , signed by all 100 members of the US Senate , had preceded what the US saw as Japan 's [Target belated][Focal_occasion Aug. 5 commitment on sanctions]. ","Ett brev till den japanska ambassadören i Washington, undertecknat av alla 100 medlemmar i USA:s senat, hade föregått vad USA såg som Japans [Target sena][Focal_occasion åtagande om sanktioner den femte augusti].","Ett brev till den japanska ambassadören i Washington, undertecknat av alla 100 medlemmar i USA:s senat, hade föregått vad USA såg som Japans [Target försening][Focal_occasion 5 aug. åtagande om sanktioner]."
Relative_time,"We could not doubt that [Focal_occasion justice], if [Target belated], had come at last .","Vi kunde inte tvivla på att [Focal_occasion rättvisan], om än [Target sent], äntligen hade kommit.","Vi kunde inte tvivla på att [Focal_occasion rättvisa], om [Target försenad], äntligen hade kommit."
Relative_time,[Focal_participant I]was [Interval two hours][Degree too][Target early][Landmark_occasion for dinner]and so spent the interval in a cloud of steam with my wet clothes draped around the fire .,[Focal_participant Jag]var [Interval två timmar][Degree för][Target tidig][Landmark_occasion till middagen]och tillbringade därför tiden i ett ångmoln med mina våta kläder hängande runt elden.,[Focal_participant Jag]var [Interval två timmar][Degree för mycket][Target tidigt][Landmark_occasion för middag]och tillbringade därför tiden i ett ångmoln med mina våta kläder hängande runt elden.
Relative_time,"[Focal_participant I]was [Target early][Landmark_occasion for supper]that night and on edge until I heard , ` Nurse Dungarvan to Marcus Ward as special nurse for tonight . "" ","[Focal_participant Jag]var [Target tidig][Landmark_occasion till middagen] den kvällen och på helspänn tills jag hörde, ` Sjuksköterska Dungarvan till Marcus Ward som specialsjuksköterska för ikväll.`","[Focal_participant Jag]var [Target tidigt][Landmark_occasion för middag] den kvällen och på helspänn tills jag hörde, ` Sjuksköterska Dungarvan till Marcus Ward som specialsjuksköterska för ikväll.`"
Relative_time,[Focal_participant Müller]was [Interval a little][Target early][Landmark_occasion for the rendezvous].,[Focal_participant Müller]var [Interval lite][Target tidig][Landmark_occasion till mötet].,[Focal_participant Müller]var [Interval lite][Target tidigt][Landmark_occasion för mötet].
Relative_time,Eighteen months ago I took [Target early][Focal_occasion retirement].,Arton månader sedan tog jag [Target tidig][Focal_occasion pension].,Arton månader sedan tog jag [Target tidig][Focal_occasion pension].
Relative_time,Snow-making machines will be blowing out foam-based snow to try to create an [Target early][Focal_occasion Yuletide atmosphere]while trying to tempt shoppers into their stores .,Snömaskiner kommer att blåsa ut skumbaserad snö för att försöka skapa en [Target tidig][Focal_occasion julstämning] samtidigt som de försöker locka in shoppare i sina butiker.,Snömaskiner kommer att blåsa ut skumbaserad snö för att försöka skapa en [Target tidig][Focal_occasion julstämning] samtidigt som de försöker locka in shoppare i sina butiker.
Relative_time,"We know that [Degree very][Target early][Focal_occasion exposure to schooling]improves performance in the first grade , but afterward the difference is quickly washed away .","Vi vet att [Degree mycket][Target tidig][Focal_occasion exponering för skolgång] förbättrar prestationen i första klass, men efteråt suddas skillnaden snabbt ut.","Vi vet att [Degree mycket][Target tidigt][Focal_occasion exponering för skolgång] förbättrar prestationen i första klass, men efteråt suddas skillnaden snabbt ut."
Relative_time,The [Interval year]- [Target earlier]results have been restated to reflect an accounting change .,Det [Interval året]-[Mål tidigare] resultat har omräknats för att återspegla en redovisningsändring.,The [Intervall år]- [Target tidigare]resultaten har omräknats för att återspegla en redovisningsförändring .
Relative_time,The relative numbers of Shehab-1 and Shehab-2 systems could change in favor of the Shehab-2 if Iran undertakes to upgrade the [Target earlier][Focal_participant systems]to Shehab-2 configuration .,De relativa antalen av Shehab-1- och Shehab-2-systemen kan ändras till förmån för Shehab-2 om Iran åtar sig att uppgradera [Mål tidigare][Fokal_deltagare system] till Shehab-2-konfiguration.,The relative numbers of Shehab-1 och Shehab-2 system kan förändras till förmån för Shehab-2 om Iran åtar sig att uppgradera [Target tidigare][Focal_participant system] till Shehab-2 konfiguration.
Relative_time,This attack was in response to [Focal_occasion a major air attack on an oil refinery in Tehran][Interval two days][Target earlier].,Denna attack var ett svar på [Focal_occasion ett stort flyganfall mot en oljeanläggning i Teheran][Interval två dagar][Target tidigare].,This attack was in response to [Focal_occasion en stor flygattack mot ett oljeraffinaderi i Teheran][Interval två dagar][Target tidigare].
Relative_time,"[Target Early][Focal_occasion progress]was not steady , and the nuclear program was stalled by the Islamic revolution in 1979 , then the eight - year war with Iraq through most of the 1980s .","[Target Tidiga][Focal_occasion framsteg] var inte stadiga, och kärnprogrammet sattes på paus av den islamiska revolutionen 1979, sedan det åtta år långa kriget med Irak under största delen av 1980-talet.","[Target Tidig][Focal_occasion framsteg]var inte stadiga, och kärnprogrammet hindrades av den islamiska revolutionen 1979, därefter det åtta år långa kriget med Irak under större delen av 1980-talet."
Relative_time,"The [Target earliest][Focal_participant name associated with the city], Ur usalim , perhaps meant `` city of Shalim '' or `` founded by Shalim . ''","Det [Target tidigaste][Focal_participant namnet associerat med staden], Ur usalim, kanske betydde ""staden Shalim"" eller ""grundad av Shalim.""","The [Target tidigast][Focal_participant namn associerad med staden], Ur usalim , kanske menade `` stad av Shalim '' eller `` grundad av Shalim . ''"
Relative_time,"[Focal_occasion The basic elements of life in the Aegean began to come together][Degree as][Target early][Degree as 5000 b.c.], and were already in place by the late Bronze Age ( c. 2700 b.c. ) .","[Focal_occasion Livets grundläggande element i Egeiska havet började komma samman][Degree så][Target tidigt][Degree som 5000 f.Kr.], och var redan på plats vid slutet av bronsåldern ( c. 2700 f.Kr. ).","[Focal_occasion Livets grundläggande element i Egeiska havet började komma samman][Degree as][Target tidigt][Degree as 5000 f.Kr.], och var redan på plats vid slutet av bronsåldern ( c. 2700 f.Kr. )."
Relative_time,"You will find original examples in the archaeological museums throughout the Cyclades , although one of the [Target earliest][Focal_participant examples]is in the museum on Paros .","Du kommer att hitta ursprungliga exempel i de arkeologiska museerna runt om i Kykladerna, även om ett av [Target tidigaste][Focal_participant exemplen] finns i museet på Paros.","Du kommer att hitta ursprungliga exempel i de arkeologiska museerna runt om i Kykladerna, även om ett av [Target tidigaste][Focal_participant exemplen] finns i museet på Paros."
Relative_time,And when would be the [Target earliest]that we would make the payment ?,Och när skulle vi som [Target tidigast] kunna göra betalningen?,Och när skulle vara den [Target tidigaste] som vi skulle göra betalningen?
Relative_time,[Target Early][Focal_occasion Habitation],[Target Tidig][Focal_occasion bebyggelse],[Target Tidig][Focal_occasion Bostad]
Relative_time,We had been begging the authorities since [Focal_occasion [Targe]t early][Landmark_occasion in the morning]to send forces [ ... ] It is too late now .,Vi hade bett myndigheterna sedan [Focal_occasion [Target]tidig][Landmark_occasion morgon]att skicka styrkor [ ... ] Det är för sent nu.,Vi hade bett myndigheterna sedan [Focal_occasion [Target]tidigt][Landmark_occasion på morgonen]att skicka styrkor [ ... ] Det är för sent nu.
Relative_time,[Focal_occasion The decision][Target followed][Landmark_occasion the freeing of a man who killed his mother-in-law].,[Focal_occasion Beslutet][Target följde][Landmark_occasion frigivningen av en man som dödade sin svärmor].,[Focal_occasion Beslutet][Target följde][Landmark_occasion frigivningen av en man som dödade sin svärmor].
Relative_time,[Focal_occasion The deep recession][Focal_occasion that][Target followed]shows how painful true perestroika can be .,[Focal_occasion Den djupa lågkonjunkturen][Focal_occasion som][Target följde]visar hur smärtsam verklig perestrojka kan vara.,[Focal_occasion Den djupa lågkonjunkturen][Focal_occasion som][Target följde]visar hur smärtsam verklig perestrojka kan vara.
Relative_time,[Focal_occasion A very basic synopsis of the play][Target follows]in order to contextualise the analysis .,[Focal_occasion En mycket grundläggande sammanfattning av pjäsen][Target följer]för att sätta analysen i ett sammanhang .,[Focal_occasion En mycket grundläggande sammanfattning av pjäsen][Target följer]för att sätta analysen i ett sammanhang .
Relative_time,[Focal_occasion A whole series of measures][Target followed]promoting the position of radicals -- and the Communists -- at the expense of the moderates .,[Focal_occasion En hel serie åtgärder][Target följde]som främjade radikalernas -- och kommunisternas -- ställning på bekostnad av moderaterna .,[Focal_occasion En hel serie åtgärder][Target följde]som främjade radikalernas -- och kommunisternas -- ställning på bekostnad av moderaterna .
Relative_time,"He urged them to back the Brady plan , pointing to [Focal_occasion the socio-political unrest][Focal_occasion that]might [Target follow][Landmark_occasion the failure to provide economic support for strategically important developing countries]. ","Han uppmanade dem att stödja Bradys plan , och pekade på [Focal_occasion de socio-politiska oroligheterna][Focal_occasion som] kunde [Target följa][Landmark_occasion misslyckandet att ge ekonomiskt stöd till strategiskt viktiga utvecklingsländer].","Han uppmanade dem att stödja Bradys plan , och pekade på [Focal_occasion de socio-politiska oroligheterna][Focal_occasion som] kunde [Target följa][Landmark_occasion misslyckandet att ge ekonomiskt stöd till strategiskt viktiga utvecklingsländer]."
Relative_time,"[Focal_occasion The appeal][Target followed][Landmark_occasion a meeting to discuss the case of 11-year-old Gemma left alone in a flat in Hammersmith , west London]. ","[Focal_occasion Överklagan][Target följde][Landmark_occasion ett möte för att diskutera fallet med 11-åriga Gemma som lämnades ensam i en lägenhet i Hammersmith, västra London].","[Focal_occasion Överklagan][Target följde][Landmark_occasion ett möte för att diskutera fallet med 11-åriga Gemma som lämnades ensam i en lägenhet i Hammersmith, västra London]."
Relative_time,The Pact would provide for [Focal_occasion the withdrawal of Soviet forces][Target following][Landmark_occasion the formation of a coalition government in Kabul].,The Pact skulle föreskriva för [Focal_occasion tillbakadragandet av sovjetiska styrkor][Target efter][Landmark_occasion bildandet av en koalitionsregering i Kabul].,The Pact skulle föreskriva för [Focal_occasion tillbakadragandet av sovjetiska styrkor][Target efter][Landmark_occasion bildandet av en koalitionsregering i Kabul].
Relative_time,[Landmark_occasion This]was [Target followed]last week [Focal_occasion by a second letter giving more precise details of the make-up of the allocation].,[Landmark_occasion Detta]var [Target följt]förra veckan [Focal_occasion av ett andra brev som gav mer precisa detaljer om sammansättningen av tilldelningen].,[Landmark_occasion Detta]var [Target följt]förra veckan [Focal_occasion av ett andra brev som gav mer precisa detaljer om sammansättningen av tilldelningen].
Relative_time,[Focal_occasion The finding][Target follows][Landmark_occasion a study by Her Majesty 's Inspectorate of reading among children aged five to 14 made just before the introduction of the national curriculum last September].,[Focal_occasion Resultatet][Target följer][Landmark_occasion en studie av Hennes Majestäts inspektion av läsning bland barn i åldrarna fem till fjorton gjord precis före införandet av den nationella läroplanen i september förra året].,[Focal_occasion Resultatet][Target följer][Landmark_occasion en studie av Hennes Majestäts inspektion av läsning bland barn i åldrarna fem till fjorton gjord precis före införandet av den nationella läroplanen i september förra året].
Relative_time,"This was the beginning of a great revival ; [Focal_occasion it][Target followed][Landmark_occasion decades during which the legal position of jews had , on the whole , steadily improved]. ",Detta var början på en stor återuppståndelse ; [Focal_occasion det][Target följdes]av [Landmark_occasion decennier under vilka judarnas rättsliga ställning i stort sett stadigt hade förbättrats].,Detta var början på en stor återuppståndelse ; [Focal_occasion det][Target följde][Landmark_occasion decennier under vilka judarnas rättsliga ställning i stort sett stadigt hade förbättrats].
Relative_time,[Landmark_occasion This controversy]was [Interval immediately][Target followed][Focal_occasion by another].,[Landmark_occasion Denna kontrovers] var [Interval omedelbart][Target följd][Focal_occasion av en annan].,[Landmark_occasion Denna kontrovers] var [Interval omedelbart][Target följd][Focal_occasion av en annan].
Relative_time,"[Landmark_occasion The hiss]was [Target followed][Focal_occasion by a roar]as a sudden burst of wind hit them , hurling Seawitch forward like a blow from a giant fist . ","[Landmark_occasion Hissningen]var [Target följd][Focal_occasion av ett vrål] när en plötslig vindstöt drabbade dem, och kastade Seawitch framåt som en smäll från en jättestor näve.","[Landmark_occasion Hissningen]var [Target följd][Focal_occasion av ett vrål] när en plötslig vindstöt drabbade dem, och kastade Seawitch framåt som en smäll från en jättestor näve."
Relative_time,[Focal_occasion The relative stability in the north][Focal_occasion that][Target followed][Landmark_occasion Barbarossa 's defeat]set the stage for the next step in the rise of the city states .,[Focal_occasion Den relativa stabiliteten i norr][Focal_occasion som][Target följdes]av [Landmark_occasion Barbarossas nederlag] lade grunden för nästa steg i stadsstaternas uppgång.,[Focal_occasion Den relativa stabiliteten i norr][Focal_occasion som][Target följdes][Landmark_occasion Barbarossas nederlag] lade grunden för nästa steg i stadsstaternas uppgång.
Relative_time,They started with a Blessing then [Landmark_occasion Tea][Target followed][Focal_occasion by the chairman 's remarks].,De började med en välsignelse sedan [Landmark_occasion te] som [Target följdes][Focal_occasion av ordförandens anmärkningar].,De började med en välsignelse sedan [Landmark_occasion te] [Target följde] [Focal_occasion med ordförandens anmärkningar].
Relative_time,The panic of the night before was nothing compared to [Focal_occasion the tragic and bizarre pandemonium][Focal_occasion that]was to [Target follow]during the ensuing day .,Paniken natten innan var ingenting jämfört med [Focal_occasion det tragiska och bisarra upploppet][Focal_occasion som] skulle [Target komma] under den följande dagen.,The panic of the night before was nothing compared to [Focal_occasion den tragiska och bisarra förvirringen][Focal_occasion som]skulle [Target följa]under den efterföljande dagen .
